poetID,value,value,sourceNpv,sourceNpv,ccy,maturityDate,ttm,maID,gpName,notional
11678557,1489.2921678705723,1480.3022355073858,83084.6674,82870.5228,EUR,2018-01-31,2.590006,DRV-22072972-10,DIAKWKGRIMMA,1077824.0500
11697447,847.1755178225809,824.3343408770008,907534.8198,898743.7459,EUR,2020-06-22,4.980150,DRV-20000012-02,VBKINZIGTAL,7500000.0000
11704599,1171.5240827227437,1119.8615668740229,210274.8498,208332.1916,EUR,2020-06-21,4.977412,DRV-10008660-95,HASPAHBG,1153975.9000
11708010,170.93701518766548,168.57478971735384,367962.6935,365823.5297,EUR,2018-06-25,2.986995,DRV-21000298-99,VBPEINE,5000000.0000
11714281,175.15129236924415,172.8872039830537,17296.5695,17226.5943,EUR,2019-04-01,3.753593,DRV-22056220-09,VOGTPLASRIC,336228.5714
11716819,17737.781118076928,17541.93491752812,2012052.6287,2078175.9998,EUR,2017-06-24,1.984941,11716819,EDEKASWEGOFF,10000000.0000
11717006,192.39621294095892,209.57667991471277,65273.7825,78578.7264,EUR,2030-06-28,14.995208,DRV-20000207-00,VBTRIBERG,450000.0000
11717328,35.57492418819486,35.767168875713665,68619.7542,135581.2340,EUR,2015-09-30,0.251882,DRV-21067273-06,THIMMVERPNOR,10000000.0000
11718995,558.5924215662618,577.0894857781599,29055.2814,32008.0856,EUR,2020-06-30,5.002053,DRV-22073716-10,LUTZENXAVPAF,500000.0000
11719579,3.2127822423233945E-5,2.680174830625771E-4,-470840.3963,-469151.8349,EUR,2018-06-28,2.995208,DRV-12006794-11,RBTORGAU,5000000.0000
11731526,0.22235853582053844,0.2559800921778285,258.6715,258.6724,EUR,2015-09-01,0.172484,DRV-22001433-05,WEISZLEASERL,69000.0000
11735541,331.6489004833179,326.01653942136994,74935.8306,76096.9664,EUR,2020-07-31,5.086926,DRV-22073419-10,BUERGSOLKNEU,824999.8400
11737551,3242.797189132521,3288.1504100172915,90067.3066,94517.3382,EUR,2021-12-30,6.502395,DRV-22073960-10,HOTELASCHNUE,495000.0000
11737553,0.0,0.0,0.0000,0.0000,EUR,2021-12-30,6.502395,DRV-22073960-10,HOTELASCHNUE,330000.0000
11740686,4752.803593043989,4467.165599093364,827205.1979,817442.9280,USD,2018-05-31,2.918548,DRV-21055946-10,OTTOFINLUX,17954933.1179
11741432,24932.75516552341,25141.624423485937,798721.1662,842058.6832,EUR,2020-06-30,5.002053,11741432,B7GAUTING,6331050.0000
11745722,9376.29523748766,9207.433455561966,319011.2123,323263.0379,EUR,2020-06-30,5.002053,DRV-22073995-10,FREISLEBENSC,3450000.0000
11750588,6417.7421146482775,6641.62823901039,418100.6383,442389.6155,EUR,2020-06-30,5.002053,DRV-20019125-10,SUESSMICRGAR,3600000.0000
11752325,411.22024262923554,433.42005368423486,30322.3879,33276.2134,EUR,2020-06-30,5.002053,DRV-22067126-10,MUELLERFLBIR,450000.0000
11756250,5088.505258433607,4786.570971017009,1041921.7316,1030947.6502,EUR,2020-07-08,5.023956,DRV-22006988-09,KSPKGRBENNOR,5000000.0000
11756834,0.0,0.0,-98995.2454,-98995.6855,EUR,2015-07-13,0.035592,DRV-10000075-96,VRALSFELD,5000000.0000
11757272,214.13884098262986,209.2653983499907,495447.2043,493706.0779,EUR,2018-07-12,3.033538,DRV-00005223-00,BABEAMBKKARL,5000000.0000
11759986,1298.483923595902,1237.104512230254,1092163.2340,1082974.8149,EUR,2021-07-13,6.036960,DRV-21069171-96,SPARBKBLN,6000000.0000
11760001,997.541509478572,944.9718861554329,654618.5009,649127.3984,EUR,2022-07-13,7.036276,DRV-21069171-96,SPARBKBLN,3000000.0000
11760013,965.6764914739528,913.7423670486498,508759.5780,504385.1511,EUR,2023-07-13,8.035592,DRV-21069171-96,SPARBKBLN,2000000.0000
11765418,603.962913388211,572.4586766780095,717088.9098,711088.0478,EUR,2020-07-14,5.040383,DRV-21069065-05,RBBERFREYSTA,5000000.0000
11769595,650.4800514838022,629.9507164429301,719966.3684,713961.9221,EUR,2020-07-15,5.043121,DRV-15013751-10,RBOLDENBURG,5000000.0000
11769603,586.5645355146877,560.8529669505604,493925.7058,489360.7213,EUR,2021-07-15,6.042436,DRV-15013751-10,RBOLDENBURG,3000000.0000
11774607,624.0856151185752,635.110088256256,182214.8432,195725.4736,EUR,2020-06-30,5.002053,DRV-22031495-09,ALTMILCHALT,2057142.9300
11777552,2.999567562093664,3.015214564692614,7431.2329,7422.5755,EUR,2016-10-03,1.262149,DRV-10008660-95,HASPAHBG,468836.0000
11777766,774.8015234978946,755.0940655414022,804776.9851,798717.0953,EUR,2020-07-20,5.056810,DRV-15012826-96,VBALLGKEMPTE,5000000.0000
11777772,806.0178522902444,786.2188899808516,834510.9496,828439.0717,EUR,2020-07-20,5.056810,DRV-15012826-96,VBALLGKEMPTE,5000000.0000
11777781,3600.4922708030235,3332.6873127183544,241998.2279,239686.7762,EUR,2020-07-15,5.043121,DRV-10008660-95,HASPAHBG,1171419.3700
11779075,21.23437970803023,21.352919485158314,8389.6283,16831.8077,EUR,2015-09-30,0.251882,DRV-22063715-09,NIMPREMMALEE,1436652.0000
11781904,145670.90541205372,138746.5611625065,1545211.8678,1531208.9217,EUR,2025-12-31,10.505133,DRV-22073683-10,WEALTDE32MCH,17637489.2000
11785780,41539.34560423678,40050.54013882088,442660.1271,457961.7671,EUR,2030-06-28,14.995208,DRV-22074548-10,HAFEN7LIST,2350000.0000
11786553,558.9315010072248,559.095280739109,986908.1380,985814.1106,EUR,2016-12-15,1.462012,DRV-21021367-06,FLUGHGESMCH,25000000.0000
11788904,559.4665070569312,559.6303010449603,987844.9623,986750.9182,EUR,2016-12-15,1.462012,DRV-21021367-06,FLUGHGESMCH,25000000.0000
11790832,10.000596605113333,10.545099779624417,46326.1199,46251.7154,EUR,2017-02-15,1.631759,DRV-20000197-04,VBSCHOPFHEIM,1000000.0000
11790878,12.534019244457129,13.610393523865755,47109.1033,46997.4639,EUR,2017-05-15,1.875427,DRV-20000197-04,VBSCHOPFHEIM,1000000.0000
11790888,20.203781110718662,21.124259619615216,72400.2436,72192.5541,EUR,2017-11-15,2.379192,DRV-20000197-04,VBSCHOPFHEIM,1000000.0000
11791075,66.25571275502338,66.17634215507566,249181.1351,248792.1719,EUR,2017-01-25,1.574264,DRV-21000276-05,MUENCHNERBK,5000000.0000
11792648,243.8113495813714,237.77547419826476,373584.3231,371217.4318,EUR,2019-07-23,4.062970,DRV-20000071-00,SKBHARDT,3000000.0000
11792953,1449.4541727493959,1414.8743634831112,145767.6786,153378.6471,EUR,2025-06-30,10.001368,DRV-22015172-10,GLEHMANNETT,1190000.0600
11793829,558.3964949575181,558.5602604332574,985971.3137,984877.3029,EUR,2016-12-15,1.462012,DRV-21021367-06,FLUGHGESMCH,25000000.0000
11795881,614.9398531659187,630.0727075577253,25393.0519,27850.4628,EUR,2020-09-30,5.253935,DRV-22050648-08,HTBOBERGHBG,358536.4000
11796318,2538.6561529009027,2504.039846807717,144242.0506,146896.7784,EUR,2020-05-29,4.914442,DRV-22073918-10,SCHWEIHANKEL,1525660.0000
11796585,11253.1990201936,11025.034869803909,117105.9825,118931.9400,EUR,2023-07-31,8.084873,DRV-22072973-10,WENDTHOMAJES,919689.5800
11798607,1608.616267694926,1645.3287804172744,60349.9852,64909.3847,EUR,2019-09-30,4.251882,DRV-22027745-10,BIOEAISCHLON,447051.0000
11800306,3395.6166633485955,3300.5022282947966,112858.6313,111893.4151,EUR,2021-01-04,5.516769,DRV-22010348-10,HOFFKRIPPBUC,1075000.0000
11800855,1675.7665906541667,1683.6282788086385,52713.1532,78579.9464,EUR,2015-12-31,0.503764,11800855,SCHEEDIBAGRO,3500000.0000
11800920,0.0,0.0,0.0000,0.0000,EUR,2015-12-31,0.503764,11800920,SCHEEDIBAGRO,0.0000
11805023,0.44253186457295773,0.442530312585985,335.4312,335.4318,EUR,2015-07-31,0.084873,DRV-22074876-10,AEROFLEXULM,70000.0000
11809266,0.0,0.0,-137208.9219,-137203.0086,EUR,2016-02-24,0.654346,DRV-20009481-00,VBHEIDENHEIM,5000000.0000
11810555,0.5808941970942605,0.5808921598619498,633.9800,633.9813,EUR,2015-07-31,0.084873,DRV-21011987-08,VOGTKABELPLA,112500.0000
11822967,10135.753585236944,9787.590569867489,237689.0086,235687.0873,EUR,2022-11-01,7.340177,DRV-22075013-10,ETWEBERKAR,1030000.0000
11823175,18.599179804560197,18.595984859044364,35776.4204,35783.1879,EUR,2015-10-01,0.254620,DRV-00006842-95,CLAASHARSEWI,2000000.0000
11830480,0.0,0.0,-226568.3633,-226493.6810,EUR,2016-08-05,1.100616,DRV-10000075-96,VRALSFELD,5000000.0000
11831337,348.4629661439921,338.651524150937,112920.8297,111949.8470,EUR,2020-01-02,4.509240,DRV-10008660-95,HASPAHBG,1000000.0000
11831935,34866.36483634496,33802.54252257132,822508.8364,816183.4576,EUR,2023-01-02,7.509924,DRV-22075102-10,IVGMUENSTER,3220725.0000
11833549,2.9972397052390463,3.367340549480536,13215.8242,17537.2324,EUR,2018-06-29,2.997946,DRV-15013854-01,VBPADERBORN,375000.0000
11837247,1.8714278008400778,2.36814304442011,101627.3796,101627.6244,EUR,2015-08-10,0.112251,DRV-21069065-05,RBBERFREYSTA,5000000.0000
11840794,1317.1899533836838,1271.9931901379446,1424449.4269,1412221.9615,EUR,2020-08-10,5.114305,DRV-10008733-01,PSDBKFFM,10000000.0000
11842668,8433.509912738047,7793.566037659814,317152.4563,314966.6249,EUR,2020-08-06,5.103353,DRV-10008660-95,HASPAHBG,1377760.7000
11842973,32551.519888903575,31511.29813476059,1027547.7991,1027910.9622,CHF,2020-06-30,5.002053,11842973,HUMPFRJOGRAS,8387342.0684
11847809,2148.856388094021,2101.167811166928,74324.8848,73771.7794,EUR,2020-07-30,5.084188,DRV-22075270-10,ATGVGMBHWIN,683333.2700
11848038,875.6406457709331,860.5522366529578,37892.3352,37677.6095,EUR,2020-07-30,5.084188,DRV-22075270-10,ATGVGMBHWIN,525000.0000
11850132,161.4225204376598,159.05574673896987,352385.0278,350711.3056,EUR,2018-06-29,2.997946,DRV-10000262-00,VBWIESBADEN,5000000.0000
11850248,2.3243917103945924,2.1204651768417917,35515.9876,35501.0861,EUR,2016-07-13,1.037645,DRV-20009460-96,VBALTSHAUSEN,500000.0000
11853031,204.0206034056632,199.96710970726136,449668.8973,447828.6488,EUR,2018-08-13,3.121149,DRV-15013757-09,VBGOETTINGEN,5000000.0000
11853368,1424.6163610043104,1402.8892899540726,38578.5270,40665.7025,EUR,2025-06-30,10.001368,DRV-22075243-10,BIOENRGHERMA,314285.7600
11853893,3754.149474516704,3627.679970368259,1234651.8859,1222697.9203,EUR,2020-07-21,5.059548,DRV-21060199-96,HANNOVSTADTW,10000000.0000
11854256,2837.4719693221946,2977.0383978452155,156660.6656,171767.8817,EUR,2017-12-29,2.499657,DRV-22076069-10,DFH96STU,8000000.0000
11854258,17220.817095927574,16947.930188371574,611515.8980,643571.9984,EUR,2019-12-31,4.503764,DRV-22076069-10,DFH96STU,12000000.0000
11854440,1675.3507188330498,1616.1135794959785,571046.5518,564751.8318,EUR,2020-09-01,5.174537,DRV-20023134-02,PAULHAHEI,5000000.0000
11854456,604.4879811674582,594.0030777008179,359309.4345,356937.1642,EUR,2018-09-03,3.178644,DRV-20023134-02,PAULHAHEI,5000000.0000
11857371,149.3453974134347,161.8637367860805,9084.0097,10612.8826,EUR,2018-06-29,2.997946,DRV-22075341-10,MAUCHKALD,225000.0000
11857467,243.79005086864146,278.76629385971717,414804.7530,517918.8646,EUR,2017-12-29,2.499657,DRV-21030931-09,HAMBFLUGH,7525000.0000
11858399,133.12640107580262,127.38623827493026,269524.8197,267073.6576,EUR,2020-08-17,5.133470,DRV-20000249-04,RBMITTELHAAR,2000000.0000
11863547,4.532712105003855,3.724713377418861,1735.0482,3446.6745,EUR,2015-09-30,0.251882,DRV-22072209-10,WIDRKNEGSTG,349050.4900
11863549,5.906056181407513,4.853246022461599,2260.7419,4490.9731,EUR,2015-09-30,0.251882,DRV-22072209-10,WIDRKNEGSTG,454807.7100
11863653,914.6440430770258,920.3077682591808,31587.7013,33743.9038,EUR,2020-09-30,5.253935,11863653,MUECHRVERMUD,366000.0000
11866761,11376.234588836627,10943.917892144842,12259792.0457,12141035.0234,EUR,2020-08-18,5.136208,DRV-20021031-95,PSDBKNBG,100000000.0000
11868965,689.7317140334518,668.0788968513912,1096966.7642,1086558.8641,EUR,2019-11-29,4.416153,DRV-21000276-05,MUENCHNERBK,12854355.0126
11868966,0.0,0.0,13010.5840,13010.6292,EUR,2015-08-31,0.169746,DRV-21059823-10,HEIDEMARKAHL,2500000.0000
11869158,596.4526956953114,576.4598763765897,635306.4431,629185.7668,EUR,2020-08-19,5.138945,DRV-20000194-00,VBBADENBADEN,5000000.0000
11869787,610.0484241461318,585.3495765690135,164589.4904,162694.3659,EUR,2020-08-17,5.133470,DRV-10008660-95,HASPAHBG,1500000.0000
11870050,598.0397267476753,578.0724147757792,636793.0877,630671.7859,EUR,2020-08-19,5.138945,DRV-20000012-02,VBKINZIGTAL,5000000.0000
11872834,1163.072235754913,1197.2150766996904,148593.9004,163689.0772,EUR,2020-06-30,5.002053,DRV-21021462-00,RHGNORDHAN,2500000.0000
11874336,42.10653419383895,41.14829903799989,397266.8049,397098.3622,EUR,2016-08-22,1.147159,DRV-15013854-01,VBPADERBORN,10000000.0000
11877087,638.2169403744897,633.6650905184202,56127.0122,56028.8604,EUR,2017-10-02,2.258726,DRV-22048793-09,GUALBERTSHER,1500000.0000
11879829,37.23438581242245,39.11189685953605,6884.5022,8028.3555,EUR,2018-06-29,2.997946,DRV-22049017-08,BSBBAUBIEGVS,180000.0000
11882417,813.1986779242192,791.9996716305817,35825.9959,35498.6969,EUR,2020-06-01,4.922655,DRV-22074216-10,ROOSDRESES,283000.0000
11886417,4387.416224492934,4333.83944439866,120360.1864,126068.8188,EUR,2022-03-31,6.751540,DRV-22075494-10,MAHLERINDVIL,891853.0000
11887676,75.22494594713682,74.00269775282625,160876.7320,159897.6117,EUR,2018-08-27,3.159479,DRV-21000298-99,VBPEINE,2000000.0000
11887882,18075.305913138993,16992.66248434115,256735.5395,255509.3123,EUR,2030-06-28,14.995208,DRV-22075573-10,ROGGENSTMLAU,418000.0000
11887923,1956.58433043375,1930.2174746926803,106495.4955,105972.0233,EUR,2018-10-01,3.255304,DRV-22075722-10,WPWESTRMGKAR,1102000.0000
11888431,3572.6939381604084,3454.2842652975646,2648655.5401,2626157.4191,EUR,2019-06-17,3.964407,DRV-22093883-00,FMTERM2IMMCH,30000000.0000
11888632,1630.2709200806482,1588.582334769848,74472.2792,76237.6924,EUR,2020-09-30,5.253935,DRV-22075733-10,GALUSKAJOAUR,2557692.3400
11891089,236.89650413908012,234.6893933818511,883262.5668,880820.5508,EUR,2017-08-28,2.162902,DRV-10000140-01,VRKASSEL,15000000.0000
11891843,201.89424636732056,192.42885614924103,228018.2483,225567.2384,EUR,2020-08-27,5.160848,DRV-21000381-07,RBRASTEDE,2000000.0000
11893069,266.46729409146195,254.33181500058546,75089.7351,74118.9293,EUR,2020-08-25,5.155373,DRV-10008660-95,HASPAHBG,834300.7100
11895523,2439.958050636223,2366.1497865228016,261503.5916,259280.3954,EUR,2020-12-01,5.423682,DRV-22008443-10,ROETHERMIC,1813333.3300
11895525,0.0,0.0,0.0000,0.0000,EUR,2020-12-01,5.423682,DRV-22008443-10,ROETHERMIC,1813333.3300
11896154,0.0,0.0,-916710.7903,-916270.4884,EUR,2016-08-30,1.169062,DRV-10000326-95,EVKRGENKAS,25000000.0000
11897391,7715.052511335488,7083.218796163501,864368.0222,852327.6295,EUR,2020-08-26,5.158110,DRV-10008660-95,HASPAHBG,6657263.8600
11898313,1369.8416221197992,1339.6310455451553,1660354.6440,1649696.5775,EUR,2020-02-28,4.665297,DRV-20011852-06,PSDBKHAN,10000000.0000
11898957,1934.3001615398916,1760.4624063115305,737444.9381,726137.1290,EUR,2025-03-03,9.675564,DRV-20009511-96,VBREUTLINGEN,5000000.0000
11899943,6260.144721905926,6092.453897270848,207240.2300,205355.1519,EUR,2020-09-01,5.174537,DRV-22075842-10,DONILLWSULM,1936239.0800
11900793,3.5114916475107254,3.5413002878503117,15558.0399,15543.1089,EUR,2016-01-04,0.514715,DRV-10008660-95,HASPAHBG,1187749.1500
11903506,253.28013923999276,257.7818200286014,73683.9257,80878.8597,EUR,2020-09-30,5.253935,DRV-22001082-04,KIELSTADTW,1575000.0000
11903611,0.0,0.0,-794833.7179,-794975.4964,EUR,2015-09-03,0.177960,DRV-15012659-09,HHWOHNBAUHBG,50000000.0000
11904065,1.4085099246821062,1.454282717321407,809.2239,808.8066,EUR,2016-01-04,0.514715,DRV-20021955-04,TEXVERSTEELX,116666.6667
11904196,2.577258662633587,2.575238612179962,84357.1646,84357.4616,EUR,2015-09-01,0.172484,DRV-20009475-05,VBESSLINGEN,5000000.0000
11907830,52208.17520654732,47647.46237562762,799161.0860,789162.6416,EUR,2030-08-30,15.167693,DRV-22075923-10,EVKIRCHKARLS,4870000.0000
11908369,367.60855831417695,334.02992897242535,39117.2216,38526.9822,EUR,2020-08-31,5.171800,DRV-10008660-95,HASPAHBG,387500.0000
11909430,1254.1807815292627,1284.9497130376408,154542.5130,169551.4529,EUR,2020-09-30,5.253935,DRV-21021462-00,RHGNORDHAN,2625000.0000
11909583,477.47143459346853,451.71826596238367,552140.6849,546752.0578,EUR,2023-04-03,7.759069,DRV-15013073-95,LIGABKREG,6400000.0000
11912446,351.174451092175,343.3845150047496,15191.7830,15078.6367,EUR,2020-09-03,5.180013,DRV-22066382-10,REMBOLDBAKOE,262500.0000
11915886,383.31142034875285,403.8745182715722,19446.9403,21428.0007,EUR,2018-03-29,2.746064,DRV-22069323-10,NPFACTWERVIL,348780.0000
11916338,514.3845694560167,513.0116658714198,783810.5056,830219.2252,EUR,2019-12-31,4.503764,DRV-21000276-05,MUENCHNERBK,9631593.3514
11918687,0.0,0.0,-981242.4989,-980746.0222,EUR,2016-09-07,1.190965,DRV-10000326-95,EVKRGENKAS,25000000.0000
11919646,1.3808081945215012,1.391307821756565,1382.2240,2744.9646,EUR,2015-12-31,0.503764,DRV-21064982-07,BAUTECFUL,200000.0000
11920535,53.392749024263246,53.68293047934604,9058.7975,13639.4791,EUR,2015-12-30,0.501026,DRV-12022112-10,USTAEBLERSTG,763287.5000
11925599,8.03251837021493,8.0324260475262,4603.6362,4603.6522,EUR,2015-08-31,0.169746,DRV-22053889-10,EBERLEHALMET,1000000.0000
11925863,0.0,0.0,-193231.0366,-193129.1322,EUR,2016-09-09,1.196440,DRV-10000075-96,VRALSFELD,5000000.0000
11927437,10.51443277757413,10.551830244594388,16569.9417,16538.2690,EUR,2016-10-03,1.262149,DRV-10008660-95,HASPAHBG,600000.0000
11927534,1548.5740198344913,1450.7538393084376,1384577.9474,1369104.2061,EUR,2021-09-09,6.195756,DRV-00005223-00,BABEAMBKKARL,10000000.0000
11928786,2126.740113563271,2006.7992631874256,38258.0273,39598.4504,EUR,2030-09-30,15.252566,DRV-22076175-10,HACKSOENNIE,252000.0000
11930587,113.4681644307757,111.33488733709218,249828.0165,248581.9162,EUR,2018-09-10,3.197809,DRV-20000230-05,RBKAISERSTUH,3000000.0000
11931331,2037.0721120599067,2058.7545714689463,67050.2210,71066.3974,EUR,2020-06-30,5.002053,DRV-22047653-08,ROESCHOSKPFO,559580.0000
11931457,11494.063388851298,11322.22173172356,1727990.6681,1718996.5193,EUR,2018-09-10,3.197809,DRV-21002266-09,OTTOBOCKHEDU,20000000.0000
11932048,11762.280292658861,11734.588979663555,370783.5646,389865.8634,EUR,2020-09-30,5.253935,DRV-22076217-10,WEEBERULRGUE,3630000.0000
11932066,11762.280292658861,11734.588979663555,370783.5646,389865.8634,EUR,2020-09-30,5.253935,DRV-22076216-10,LANGERCARGUE,3630000.0000
11935613,331.120862955863,330.9163631177954,109549.3709,109316.1809,EUR,2017-03-01,1.670088,DRV-21044491-09,AUTOSIEBRUSL,2500000.0000
11936961,0.0,0.0,64725.5399,61914.4255,USD,2015-09-07,0.188911,11936961,CONWAYACCNYK,2225712.3620
11937600,662.4321933744619,636.9105839270892,903700.6966,893319.2612,EUR,2020-06-15,4.960985,DRV-21000276-05,MUENCHNERBK,9858031.3928
11939909,2679.5142807215248,2462.5236976353376,244904.0406,241938.4790,EUR,2020-09-10,5.199178,DRV-10008660-95,HASPAHBG,1721898.2600
11940566,335.63898494356164,335.2609560587062,12060.0760,12039.9519,EUR,2017-09-15,2.212183,DRV-21011316-10,CKSIEBENWMFB,316000.0000
11940863,0.35190241444621895,0.3116687975543158,21412.3582,21412.4325,EUR,2015-08-31,0.169746,DRV-20009460-96,VBALTSHAUSEN,1000000.0000
11943946,303.10789659550744,323.8250137345436,37745.9026,42484.6416,EUR,2019-03-29,3.745379,DRV-21011336-10,KOESELALT,856561.0300
11947372,8683.154839273926,8098.518170004561,998044.5672,985974.7173,EUR,2020-09-14,5.210130,DRV-10008660-95,HASPAHBG,5100000.0000
11952171,355.52284393130714,341.9436930403471,396907.6989,393151.1713,EUR,2020-09-17,5.218343,DRV-20000071-00,SKBHARDT,3000000.0000
11952409,4.622220404232038,4.632970756007607,12336.0616,12333.8297,EUR,2016-03-31,0.752908,DRV-21055955-05,BWDPKOEKOAHL,654814.0000
11959039,2212.836255224509,2039.9104904500002,122127.9422,120962.3886,EUR,2020-09-16,5.215605,DRV-10008660-95,HASPAHBG,553166.5900
11962250,0.0,0.0,-120614.8690,-120586.7683,EUR,2016-03-24,0.733744,DRV-20009481-00,VBHEIDENHEIM,5000000.0000
11962801,172.5280711885496,170.74268508899934,372179.3059,370465.4693,EUR,2018-09-21,3.227926,DRV-20000091-02,RBGUNDELFING,4000000.0000
11970973,1693.8862179690454,1580.235401982934,29253.6141,28963.2330,EUR,2029-12-21,14.477754,DRV-22066331-09,WHBWOHNHOSTU,145775.0000
11972854,0.0,0.0,-116616.3401,-116588.2381,EUR,2016-03-24,0.733744,DRV-20009481-00,VBHEIDENHEIM,5000000.0000
11973727,151.72398446046398,172.20044997952127,331844.2400,447850.1932,EUR,2018-06-29,2.997946,DRV-10000262-00,VBWIESBADEN,5000000.0000
11977890,4132.2845004442,3796.089700836214,203603.7706,201599.7617,EUR,2020-09-23,5.234770,DRV-10008660-95,HASPAHBG,900000.0000
11978601,1029.8531031108157,983.1729813398954,1097126.5109,1084457.1573,EUR,2021-01-29,5.585215,DRV-21000276-05,MUENCHNERBK,9542019.4600
11978635,827.0084888599214,789.5869149585166,880405.4560,870256.3247,EUR,2021-01-29,5.585215,DRV-21000276-05,MUENCHNERBK,7635848.6400
11979470,8999.5196910497,8602.036162274868,1360891.8069,1406804.1710,EUR,2031-03-31,15.750855,11979470,POORTVANBUN,7481593.6100
11979814,47.63332012236455,47.632380301383364,1073343.6048,1073348.8488,EUR,2015-09-28,0.246406,DRV-20019100-04,BAGBKHAM,200000000.0000
11980002,2168.1482382906256,2206.01648134101,64017.1685,67049.4484,EUR,2020-12-30,5.503080,DRV-22076568-10,REITZNERSCH,380856.5700
11980047,2776.54147118973,2825.096193370349,82011.1327,85901.1604,EUR,2020-12-30,5.503080,DRV-22076568-10,REITZNERSCH,488407.4200
11981858,2321.4131816744753,2131.374484740061,114189.2119,113052.8562,EUR,2020-09-24,5.237508,DRV-10008660-95,HASPAHBG,511291.0000
11981996,174.4032166542766,193.88070256474506,14763.1181,18051.9605,EUR,2016-12-30,1.503080,DRV-22076569-10,BERGHJAEGISN,920000.0000
11985556,260.7803458400771,251.99415294842154,272217.7589,269688.4132,EUR,2020-09-29,5.251197,DRV-21069039-00,NORDERSTEDBK,2000000.0000
11990423,7.043331561037022,7.081429689244728,1813.2518,3579.4187,EUR,2015-09-30,0.251882,DRV-22076179-10,PRINTSYSHEIM,300000.0000
11990674,640.9758077587616,591.0553077973277,200938.4057,198767.7289,EUR,2030-09-30,15.252566,DRV-20000250-00,RBSUEDLWEINS,1346093.8390
11992342,4909.32355203268,4745.189085172839,1019691.1478,1008764.7198,EUR,2015-09-28,0.246406,11992342,BKVALLETTA,10000000.0000
11994967,536.4940155429247,523.8165371053726,37792.9423,37547.0265,EUR,2020-08-03,5.095140,DRV-22072004-10,UFLEISCHLZER,550000.0000
11997723,550.3178914489898,525.1634860588849,621938.2473,615635.2180,EUR,2020-10-01,5.256673,DRV-20009511-96,VBREUTLINGEN,5000000.0000
11997749,155.4893103955375,151.80672928818473,343846.4441,342088.7205,EUR,2018-10-01,3.255304,DRV-20009511-96,VBREUTLINGEN,4000000.0000
11997777,72.44919068399679,71.41773423222446,255122.7765,254392.6184,EUR,2017-10-02,2.258726,DRV-20009511-96,VBREUTLINGEN,4000000.0000
11997782,33.77045157630994,33.48964120101219,124500.8532,124219.4418,EUR,2017-04-03,1.760438,DRV-20009511-96,VBREUTLINGEN,3000000.0000
12004836,187.5253406084907,187.03521835473865,40713.3279,41882.1320,EUR,2020-09-30,5.253935,12004836,SCHERZERNBG,712400.0000
12005517,259.0973204618855,260.49100410886103,66703.0078,131313.6276,EUR,2015-09-30,0.251882,DRV-22074514-10,TEUFELBLN,15000000.0000
12007142,0.0,0.0,7070129.4616,6963597.7521,USD,2015-12-14,0.457221,12007142,AUTOEISBFNYK,33069288.9846
12007283,0.0,0.0,1836674.2324,1790818.2070,USD,2015-12-14,0.457221,12007283,AUTOEISBFNYK,20030105.9341
12012910,0.0,0.0,-200740.9715,-200592.5138,EUR,2016-10-07,1.273100,DRV-10000075-96,VRALSFELD,5000000.0000
12013598,187205.24842122252,181584.74279437246,5570734.4096,5517517.0468,EUR,2020-12-31,5.505817,DRV-22076866-10,GEHAGBER,40215000.0000
12013629,1470.8306552180463,1476.739225050114,31462.1934,33515.0673,EUR,2020-09-30,5.253935,DRV-22076905-10,KNILLOBSTFRH,369000.0000
12014697,0.0,0.0,-235912.4784,-235764.4122,EUR,2016-10-03,1.262149,DRV-12006830-12,VBPIRNA,5000000.0000
12022371,963.6295779172706,933.4657601620247,86708.5315,85901.5594,EUR,2020-10-01,5.256673,DRV-22076396-10,BIOENRGMOENC,974500.0000
12023268,1266.5377450575907,1192.5021132173656,176188.2003,174309.3304,EUR,2020-10-07,5.273100,DRV-10008660-95,HASPAHBG,977256.6900
12026857,547.7913241356134,526.7250366680199,685976.8181,678523.9613,EUR,2020-07-29,5.081451,DRV-21000276-05,MUENCHNERBK,6777574.1796
12027476,897.8999693444254,1007.3719522992085,71179.6291,82996.3459,EUR,2016-12-30,1.503080,DRV-22059731-10,EWSWEIGELUHI,2000000.0000
12029817,2113.316626081249,2068.1602522217217,2167446.5254,2156542.6049,EUR,2018-06-15,2.959616,DRV-22093883-00,FMTERM2IMMCH,30000000.0000
12033953,535.0425049286658,564.607301604142,826153.8299,1053049.9711,EUR,2019-06-28,3.994524,DRV-10000262-00,VBWIESBADEN,10000000.0000
12034629,2018.860035186114,1956.7929855059933,56015.6397,55539.1431,EUR,2021-11-30,6.420260,DRV-22074977-10,KIECHLEBUPLO,337108.9100
12039434,2534.423779127468,2456.2673976421142,1340971.3231,1327651.1876,EUR,2020-04-01,4.755646,DRV-22051017-10,TECHNWRKDRES,12500000.0000
12039548,1589.009055101727,1554.43343844309,1095121.2531,1087087.4628,EUR,2019-04-01,3.753593,DRV-22051017-10,TECHNWRKDRES,12500000.0000
12039611,2034.7962869640476,1981.0413482079775,1220828.9092,1210086.3629,EUR,2019-10-01,4.254620,DRV-22051017-10,TECHNWRKDRES,12500000.0000
12041049,0.0,0.0,33706.4102,36855.4835,EUR,2020-12-31,5.505817,12041049,SAUTERSCHLEU,550000.0000
