runID,calcID,calcSubID,useGpu,productType,environment,model,hdbDate,version,state,filename,arg1,poetID,hostname,uname,timeout,cost,restartCnt,startTS,updateTS,cpuSeconds
3581641,10,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000010.txt,poetdrvr,18804797,dfriasiexp255,xnmiex4,20000,600,1,2015-07-09 22:23:21.073,2015-07-09 22:32:14.806,504.45
3581641,11,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000011.txt,poetdrvr,18804817,dfriasiexp417,xnmiex3,20000,600,1,2015-07-09 22:23:21.08,2015-07-09 22:31:17.606,447.25
3581641,12,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000012.txt,poetdrvr,18804844,dfriasiexp267,xnmiex2,20000,600,1,2015-07-09 22:23:21.086,2015-07-09 22:31:34.29,455.55
3581641,13,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000013.txt,poetdrvr,18847913,dfriasiexp403,xnmiex14,20000,600,1,2015-07-09 22:23:21.093,2015-07-09 22:27:25.376,214.92
3581641,14,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000014.txt,poetdrvr,18857925,dfhiasiexp264,xnmiex8,20000,600,1,2015-07-09 22:23:21.1,2015-07-09 22:28:26.38,275.91
3581641,15,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000015.txt,poetdrvr,18863294,dfriasiexp241,xnmiex11,20000,600,1,2015-07-09 22:23:21.11,2015-07-09 22:28:08.756,258.18
3581641,16,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000016.txt,poetdrvr,18869374,dfhiasiexp248,xnmiex13,20000,600,1,2015-07-09 22:23:21.116,2015-07-09 22:27:18.596,199.73
3582736,1303,0,false,PlainSwap,Interest,LiborCVADisplaced,2015-07-07 00:00:00.0,,unpriced,,,O:18322262,dfriasiexp239,xnmiex1,20000,0,1,2015-07-10 02:46:23.6,2015-07-10 03:24:41.326,0.81
3581641,17,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000017.txt,poetdrvr,18881414,dfhiasiexp220,xnmiex11,20000,600,1,2015-07-09 22:23:21.12,2015-07-09 22:27:25.076,214.08
3581641,18,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000018.txt,poetdrvr,18898210,dfriasiexp421,xnmiex10,20000,600,1,2015-07-09 22:23:21.133,2015-07-09 22:27:38.85,219.82
3581641,19,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000019.txt,poetdrvr,18942067,dfhiasiexp238,xnmiex9,20000,600,1,2015-07-09 22:23:21.143,2015-07-09 22:27:43.903,232.86
3581641,20,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000020.txt,poetdrvr,18949922,dfhiasiexp316,xnmiex12,20000,600,1,2015-07-09 22:23:21.153,2015-07-09 22:28:25.126,274.02
3581641,21,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000021.txt,poetdrvr,18992130,dfhiasiexp246,xnmiex16,20000,600,1,2015-07-09 22:23:21.156,2015-07-09 22:25:26.566,95.33
3581641,22,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000022.txt,poetdrvr,18992838,dfriasiexp303,xnmiex15,20000,600,1,2015-07-09 22:23:21.166,2015-07-09 22:25:01.77,70.47
3581641,23,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000023.txt,poetdrvr,19000962,dfriasiexp405,xnmiex14,20000,600,1,2015-07-09 22:23:21.176,2015-07-09 22:25:57.493,126.17
3582736,1302,0,false,PlainSwap,Interest,LiborCVADisplaced,2015-07-07 00:00:00.0,,unpriced,,,O:18321384,dfriasiexp225,xnmiex9,20000,0,1,2015-07-10 02:46:21.223,2015-07-10 03:24:40.823,0.76
3581641,24,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000024.txt,poetdrvr,19001216,dfhiasiexp322,xnmiex10,20000,600,1,2015-07-09 22:23:21.18,2015-07-09 22:26:33.723,162.32
3581641,25,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000025.txt,poetdrvr,19008093,dfriasiexp287,xnmiex10,20000,600,1,2015-07-09 22:23:21.2,2015-07-09 22:26:28.2,156.75
3581641,26,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000026.txt,poetdrvr,19009032,dfriasiexp421,xnmiex2,20000,600,1,2015-07-09 22:23:21.206,2015-07-09 22:28:05.83,254.31
3581641,27,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000027.txt,poetdrvr,19010789,dfhiasiexp238,xnmiex12,20000,600,1,2015-07-09 22:23:21.21,2015-07-09 22:28:52.223,293.13
3581641,28,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000028.txt,poetdrvr,19011736,dfriasiexp415,xnmiex2,20000,600,1,2015-07-09 22:23:21.22,2015-07-09 22:29:36.69,344.94
3581641,29,0,false,,Standard,MultiSwap / 5FLiborMarketSmile,,d50f044,done,mxpgi_tmx_fo24_EOD1_dfrvtmxap17_18028_20150709222249_001_00000029.txt,poetdrvr,19022035,dfriasiexp305,xnmiex8,20000,600,1,2015-07-09 22:23:21.223,2015-07-09 22:29:48.673,349.41
